# problem=tpv29
# author=Kenneth Duru
# date=06-Mar-2015
# code=WaveQLab3d
# code_version=1.1
# element_size=100 m m
# Column #1 = horizontal coordinate, distance along strike (m)
# Column #2 = vertical coordinate, distance down dip (m)
# Column #3 = rupture time (s)
#
# The line below lists the names of the data fields:
j k t
#
 -2.000000E+04  0.000000E+00  6.610709E+00
 -2.000000E+04  1.000000E+02  6.769482E+00
 -2.000000E+04  2.000000E+02  1.000000E+09
 -2.000000E+04  3.000000E+02  1.000000E+09
 -2.000000E+04  4.000000E+02  1.000000E+09
 -2.000000E+04  5.000000E+02  1.000000E+09
 -2.000000E+04  6.000000E+02  1.000000E+09
 -2.000000E+04  7.000000E+02  1.000000E+09
 -2.000000E+04  8.000000E+02  1.000000E+09
 -2.000000E+04  9.000000E+02  1.000000E+09
 -2.000000E+04  1.000000E+03  1.000000E+09
 -2.000000E+04  1.100000E+03  1.000000E+09
 -2.000000E+04  1.200000E+03  1.000000E+09
 -2.000000E+04  1.300000E+03  1.000000E+09
 -2.000000E+04  1.400000E+03  1.000000E+09
 -2.000000E+04  1.500000E+03  1.000000E+09
 -2.000000E+04  1.600000E+03  1.000000E+09
 -2.000000E+04  1.700000E+03  1.000000E+09
 -2.000000E+04  1.800000E+03  1.000000E+09
 -2.000000E+04  1.900000E+03  1.000000E+09
 -2.000000E+04  2.000000E+03  1.000000E+09
 -2.000000E+04  2.100000E+03  1.000000E+09
 -2.000000E+04  2.200000E+03  1.000000E+09
 -2.000000E+04  2.300000E+03  1.000000E+09
 -2.000000E+04  2.400000E+03  1.000000E+09
 -2.000000E+04  2.500000E+03  1.000000E+09
 -2.000000E+04  2.600000E+03  1.000000E+09
 -2.000000E+04  2.700000E+03  1.000000E+09
 -2.000000E+04  2.800000E+03  1.000000E+09
 -2.000000E+04  2.900000E+03  1.000000E+09
 -2.000000E+04  3.000000E+03  1.000000E+09
 -2.000000E+04  3.100000E+03  1.000000E+09
 -2.000000E+04  3.200000E+03  1.000000E+09
 -2.000000E+04  3.300000E+03  1.000000E+09
 -2.000000E+04  3.400000E+03  1.000000E+09
 -2.000000E+04  3.500000E+03  1.000000E+09
 -2.000000E+04  3.600000E+03  1.000000E+09
 -2.000000E+04  3.700000E+03  1.000000E+09
 -2.000000E+04  3.800000E+03  1.000000E+09
 -2.000000E+04  3.900000E+03  1.000000E+09
 -2.000000E+04  4.000000E+03  1.000000E+09
 -2.000000E+04  4.100000E+03  1.000000E+09
 -2.000000E+04  4.200000E+03  1.000000E+09
 -2.000000E+04  4.300000E+03  1.000000E+09
 -2.000000E+04  4.400000E+03  1.000000E+09
 -2.000000E+04  4.500000E+03  1.000000E+09
 -2.000000E+04  4.600000E+03  1.000000E+09
 -2.000000E+04  4.700000E+03  1.000000E+09
 -2.000000E+04  4.800000E+03  1.000000E+09
 -2.000000E+04  4.900000E+03  1.000000E+09
 -2.000000E+04  5.000000E+03  1.000000E+09
 -2.000000E+04  5.100000E+03  1.000000E+09
 -2.000000E+04  5.200000E+03  1.000000E+09
 -2.000000E+04  5.300000E+03  1.000000E+09
 -2.000000E+04  5.400000E+03  1.000000E+09
 -2.000000E+04  5.500000E+03  1.000000E+09
 -2.000000E+04  5.600000E+03  1.000000E+09
 -2.000000E+04  5.700000E+03  1.000000E+09
 -2.000000E+04  5.800000E+03  1.000000E+09
 -2.000000E+04  5.900000E+03  1.000000E+09
 -2.000000E+04  6.000000E+03  1.000000E+09
 -2.000000E+04  6.100000E+03  1.000000E+09
 -2.000000E+04  6.200000E+03  1.000000E+09
 -2.000000E+04  6.300000E+03  1.000000E+09
 -2.000000E+04  6.400000E+03  1.000000E+09
 -2.000000E+04  6.500000E+03  1.000000E+09
 -2.000000E+04  6.600000E+03  1.000000E+09
 -2.000000E+04  6.700000E+03  1.000000E+09
 -2.000000E+04  6.800000E+03  1.000000E+09
 -2.000000E+04  6.900000E+03  1.000000E+09
 -2.000000E+04  7.000000E+03  1.000000E+09
 -2.000000E+04  7.100000E+03  1.000000E+09
 -2.000000E+04  7.200000E+03  1.000000E+09
 -2.000000E+04  7.300000E+03  1.000000E+09
 -2.000000E+04  7.400000E+03  1.000000E+09
 -2.000000E+04  7.500000E+03  1.000000E+09
 -2.000000E+04  7.600000E+03  1.000000E+09
 -2.000000E+04  7.700000E+03  1.000000E+09
 -2.000000E+04  7.800000E+03  1.000000E+09
 -2.000000E+04  7.900000E+03  1.000000E+09
 -2.000000E+04  8.000000E+03  1.000000E+09
 -2.000000E+04  8.100000E+03  1.000000E+09
 -2.000000E+04  8.200000E+03  1.000000E+09
 -2.000000E+04  8.300000E+03  1.000000E+09
 -2.000000E+04  8.400000E+03  1.000000E+09
 -2.000000E+04  8.500000E+03  1.000000E+09
 -2.000000E+04  8.600000E+03  1.000000E+09
 -2.000000E+04  8.700000E+03  1.000000E+09
 -2.000000E+04  8.800000E+03  1.000000E+09
 -2.000000E+04  8.900000E+03  1.000000E+09
 -2.000000E+04  9.000000E+03  1.000000E+09
 -2.000000E+04  9.100000E+03  1.000000E+09
