"Q:0","Q:1","Q:2","Q:3","Q:4","Q:5","Q:6","Q:7","coordinates:0","coordinates:1","coordinates:2"
2.1684e-19,-1.0842e-19,0,0.010775,-0.0044167,0.038133,1.0064e-05,1e+05,20.001,38.124,10.124
0,0,1.301e-18,0.016397,-0.012868,0.036741,9.6976e-06,1e+05,20.001,38.4,10.124
0,-2.1684e-19,-1.7347e-18,-0.013662,-0.017553,0.018484,1.4076e-05,1e+05,20.001,36.8,10.4
0,7.5894e-19,0,-0.01041,-0.022797,0.024207,1.2683e-05,1e+05,20.001,37.076,10.4
0,9.4868e-20,8.6736e-19,-0.0024544,-0.0060374,0.033285,1.0829e-05,1e+05,20.001,37.6,10.4
1.6263e-19,0,1.7347e-18,0.0088461,-0.00046514,0.038552,9.7949e-06,1e+05,20.001,38.124,10.4
0,-2.1684e-19,-8.6736e-19,0.014957,-0.010867,0.038036,9.9041e-06,1e+05,20.001,38.4,10.4
-8.6736e-19,-7.5894e-19,3.2526e-19,-0.0091164,-0.035978,0.029587,1.3487e-05,1e+05,20.002,36.8,7.2
0,-3.7269e-19,-4.3368e-19,-0.0091057,-0.028082,0.026827,1.2018e-05,1e+05,20.002,37.076,7.2
0,0,-3.2526e-19,-0.0047705,-0.0081808,0.024216,1.1042e-05,1e+05,20.001,37.6,7.2
1.0842e-19,0,3.7947e-19,0.0028903,0.0020206,0.024539,1.1582e-05,1e+05,20.001,38.124,7.2
-5.421e-20,0,0,0.0067768,-0.00081534,0.024276,1.1955e-05,1e+05,20.001,38.4,7.2
8.6736e-19,-7.5894e-19,-4.3368e-19,-0.0096373,-0.036559,0.032301,1.333e-05,1e+05,20.002,36.8,7.4763
4.3368e-19,0,-2.1684e-19,-0.0085062,-0.030124,0.02976,1.1606e-05,1e+05,20.002,37.076,7.4763
0,1.8741e-19,0,-0.0027139,-0.010071,0.025535,1.0232e-05,1e+05,20.001,37.6,7.4763
-5.421e-20,1.0842e-19,-4.3368e-19,0.0052535,-7.5982e-05,0.023868,1.0963e-05,1e+05,20.001,38.124,7.4763
-1.0842e-19,0,0,0.0089436,-0.0035367,0.023053,1.1622e-05,1e+05,20.001,38.4,7.4763
0,-7.5894e-19,8.6736e-19,-0.0086106,-0.037198,0.033486,1.503e-05,1e+05,20.002,36.8,8
0,4.3368e-19,0,-0.0054194,-0.034883,0.030887,1.3145e-05,1e+05,20.002,37.076,8
0,2.1684e-19,0,0.0023632,-0.015621,0.024732,1.0496e-05,1e+05,20.001,37.6,8
0,0,0,0.0099885,-0.0044565,0.022329,9.7406e-06,1e+05,20.001,38.124,8
-5.421e-20,-1.0842e-19,-4.3368e-19,0.012876,-0.0078223,0.022278,9.8123e-06,1e+05,20.001,38.4,8
0,-6.5052e-19,-1.301e-18,-0.0070936,-0.036589,0.030779,1.6848e-05,1e+05,20.002,36.8,8.5237
8.6736e-19,3.2526e-19,0,-0.0025622,-0.038185,0.029616,1.5416e-05,1e+05,20.002,37.076,8.5237
0,7.5894e-19,0,0.0061967,-0.020164,0.025857,1.2098e-05,1e+05,20.001,37.6,8.5237
1.0842e-19,0,4.3368e-19,0.013578,-0.0073971,0.024584,9.0513e-06,1e+05,20.001,38.124,8.5237
0,0,8.6736e-19,0.015999,-0.01025,0.024683,7.8573e-06,1e+05,20.001,38.4,8.5237
0,-7.5894e-19,0,-0.00709,-0.035363,0.028726,1.739e-05,1e+05,20.002,36.8,8.8
-8.6736e-19,7.5894e-19,0,-0.0022359,-0.038284,0.029017,1.624e-05,1e+05,20.002,37.076,8.8
0,1.0842e-19,0,0.0068223,-0.020962,0.028108,1.2935e-05,1e+05,20.001,37.6,8.8
0,-2.1684e-19,0,0.014607,-0.008165,0.027697,9.1552e-06,1e+05,20.001,38.124,8.8
-2.1684e-19,2.1684e-19,-4.3368e-19,0.017218,-0.011142,0.027235,7.4841e-06,1e+05,20.001,38.4,8.8
0,0,0,0.0066944,-0.0015667,0.024094,1.1922e-05,1e+05,20.001,38.4,7.2
2.1684e-19,2.1684e-19,-3.7947e-19,0.009958,-0.0097596,0.022382,1.209e-05,1e+05,20.001,38.676,7.2
4.3368e-19,4.3368e-19,0,0.011661,-0.032376,0.013887,1.0679e-05,1e+05,20,39.2,7.2
0,7.5894e-19,-2.7105e-20,0.008627,-0.033612,0.003146,7.8074e-06,1e+05,20,39.724,7.2
-4.3368e-19,5.421e-19,0,0.0063429,-0.021689,-0.0025571,6.7853e-06,1e+05,20,40,7.2
0,0,0,0.0088498,-0.0040008,0.022941,1.1595e-05,1e+05,20.001,38.4,7.4763
4.3368e-19,0,0,0.011763,-0.01303,0.021211,1.205e-05,1e+05,20.001,38.676,7.4763
-4.3368e-19,2.1684e-19,0,0.012732,-0.034447,0.013894,1.0965e-05,1e+05,20,39.2,7.4763
-4.3368e-19,3.2526e-19,0,0.009394,-0.033854,0.0037403,8.005e-06,1e+05,20,39.724,7.4763
4.3368e-19,0,5.421e-20,0.0071962,-0.021848,-0.0025707,6.777e-06,1e+05,20,40,7.4763
-1.0842e-19,0,2.1684e-19,0.012746,-0.0079663,0.022234,9.7807e-06,1e+05,20.001,38.4,8
-2.1684e-19,-2.1684e-19,7.5894e-19,0.014657,-0.017355,0.021782,9.9434e-06,1e+05,20.001,38.676,8
-4.3368e-19,7.5894e-19,-1.0842e-19,0.013792,-0.037361,0.016884,9.455e-06,1e+05,20,39.2,8
0,0,-1.0842e-19,0.010236,-0.035949,0.0051412,8.2132e-06,1e+05,20,39.724,8
4.3368e-19,3.7947e-19,-1.0842e-19,0.0089616,-0.025135,-0.0039743,7.3459e-06,1e+05,20,40,8
-4.3368e-19,0,0,0.015821,-0.010424,0.024651,7.7858e-06,1e+05,20.001,38.4,8.5237
2.1684e-19,2.1684e-19,-4.3368e-19,0.017177,-0.019729,0.023983,7.0466e-06,1e+05,20.001,38.676,8.5237
0,0,4.3368e-19,0.014677,-0.041101,0.017778,6.4827e-06,1e+05,20,39.2,8.5237
0,0,2.7105e-20,0.010234,-0.042203,0.0026801,7.4638e-06,1e+05,20,39.724,8.5237
-4.3368e-19,0,-1.0842e-19,0.0095061,-0.032858,-0.0084779,7.6505e-06,1e+05,20,40,8.5237
0,1.0842e-19,0,0.017021,-0.011421,0.027179,7.3857e-06,1e+05,20.001,38.4,8.8
2.1684e-19,0,-4.3368e-19,0.018529,-0.020914,0.025453,6.2682e-06,1e+05,20.001,38.676,8.8
0,7.5894e-19,2.1684e-19,0.015561,-0.043757,0.016563,5.4207e-06,1e+05,20,39.2,8.8
0,0,-5.421e-20,0.010077,-0.046562,-0.00063369,6.8554e-06,1e+05,20,39.724,8.8
0,7.5216e-19,0,0.0089487,-0.037574,-0.012109,7.4988e-06,1e+05,20,40,8.8
4.3368e-19,0,-2.1684e-19,0.0094612,-0.00403,0.0074484,9.2911e-06,1e+05,20.001,38.4,5.6
0,0,-4.3368e-19,0.011408,-0.0054771,0.012402,8.319e-06,1e+05,20.001,38.676,5.6
0,0,3.2526e-19,0.010434,-0.015543,0.015023,7.1733e-06,1e+05,20.001,39.2,5.6
0,0,0,0.0058612,-0.015971,0.0084065,7.3196e-06,1e+05,20,39.724,5.6
1.0842e-19,2.1684e-19,0,0.0038682,-0.0088601,0.0034785,7.3776e-06,1e+05,20,40,5.6
0,0,3.2526e-19,0.0070637,-0.0026291,0.011501,8.6794e-06,1e+05,20.001,38.4,5.8763
-2.1684e-19,0,-4.3368e-19,0.0088052,-0.0044925,0.016251,7.3701e-06,1e+05,20.001,38.676,5.8763
0,4.3368e-19,2.1684e-19,0.0082447,-0.018244,0.017599,6.3528e-06,1e+05,20,39.2,5.8763
0,2.1684e-19,0,0.0050976,-0.02018,0.0089754,7.3223e-06,1e+05,20,39.724,5.8763
0,-2.1684e-19,-1.0842e-19,0.0041256,-0.012178,0.0029206,7.6755e-06,1e+05,20,40,5.8763
5.421e-20,-2.1684e-19,-3.7947e-19,0.0041629,-7.9528e-06,0.019676,9.7442e-06,1e+05,20.001,38.4,6.4
1.0842e-19,0,-4.3368e-19,0.0066094,-0.0039405,0.02158,8.4801e-06,1e+05,20.001,38.676,6.4
-4.3368e-19,0,3.7947e-19,0.0076793,-0.024337,0.017272,7.1263e-06,1e+05,20,39.2,6.4
4.3368e-19,-4.3368e-19,-1.0842e-19,0.0056281,-0.028425,0.0062842,7.3754e-06,1e+05,20,39.724,6.4
-4.3368e-19,-2.1684e-19,1.0842e-19,0.0046894,-0.018523,0.00026113,7.5992e-06,1e+05,20,40,6.4
0,0,-3.7439e-19,0.0050083,-0.00017685,0.02391,1.1468e-05,1e+05,20.001,38.4,6.9237
2.1684e-19,0,-3.7269e-19,0.0082401,-0.0070312,0.022795,1.1155e-05,1e+05,20.001,38.676,6.9237
0,0,1.8296e-19,0.010164,-0.029982,0.01439,9.5705e-06,1e+05,20,39.2,6.9237
0,8.6736e-19,1.0842e-19,0.0075678,-0.032846,0.0033682,7.5307e-06,1e+05,20,39.724,6.9237
0,-5.421e-19,0,0.0056059,-0.021304,-0.0019699,6.9486e-06,1e+05,20,40,6.9237
5.421e-20,0,-3.7947e-19,0.0066956,-0.001683,0.023759,1.192e-05,1e+05,20.001,38.4,7.2
0,2.1684e-19,0,0.0099203,-0.0098965,0.021986,1.2108e-05,1e+05,20.001,38.676,7.2
-4.3368e-19,4.3368e-19,-1.8974e-19,0.011591,-0.032472,0.013629,1.0748e-05,1e+05,20,39.2,7.2
0,-7.5894e-19,0,0.0085577,-0.033602,0.003158,7.9264e-06,1e+05,20,39.724,7.2
0,2.1684e-19,0,0.0062735,-0.021605,-0.0024191,6.893e-06,1e+05,20,40,7.2
0,0,1.0842e-19,-0.0059219,-0.039583,0.014837,1.6746e-05,1e+05,20.002,36.8,5.6
8.6736e-19,-3.7947e-19,0,-0.0043622,-0.026252,0.0111,1.5842e-05,1e+05,20.002,37.076,5.6
-4.3368e-19,-2.1684e-19,0,0.00034015,-0.011107,0.0040802,1.3423e-05,1e+05,20.002,37.6,5.6
0,2.1684e-19,0,0.0067115,-0.0038847,0.0045125,1.0651e-05,1e+05,20.001,38.124,5.6
0,0,-3.2526e-19,0.0095316,-0.003239,0.0080428,9.3401e-06,1e+05,20.001,38.4,5.6
0,7.3184e-19,-2.1684e-19,-0.0046851,-0.036334,0.017216,1.6618e-05,1e+05,20.002,36.8,5.8763
8.6736e-19,3.7269e-19,3.7947e-19,-0.0040637,-0.024415,0.01313,1.6084e-05,1e+05,20.002,37.076,5.8763
-4.3368e-19,1.0842e-19,8.1315e-20,-0.00071955,-0.0099764,0.0066721,1.3897e-05,1e+05,20.002,37.6,5.8763
-2.1684e-19,0,-2.7105e-19,0.0046713,-0.002184,0.0082329,1.0492e-05,1e+05,20.001,38.124,5.8763
-2.1684e-19,0,2.1684e-19,0.0071122,-0.0014632,0.012064,8.7182e-06,1e+05,20.001,38.4,5.8763
0,0,3.7947e-19,-0.0051904,-0.033866,0.021507,1.5783e-05,1e+05,20.002,36.8,6.4
0,-3.7947e-19,0,-0.0060183,-0.023731,0.017746,1.5319e-05,1e+05,20.002,37.076,6.4
0,-1.0842e-19,3.7947e-19,-0.0040673,-0.0078519,0.01446,1.3938e-05,1e+05,20.002,37.6,6.4
0,2.1684e-19,-3.7947e-19,0.0013278,0.0015304,0.01749,1.1359e-05,1e+05,20.001,38.124,6.4
0,0,7.0473e-19,0.0042127,0.001445,0.020108,9.7928e-06,1e+05,20.001,38.4,6.4
8.6736e-19,7.5894e-19,-7.3184e-19,-0.0079522,-0.034911,0.02683,1.3607e-05,1e+05,20.002,36.8,6.9237
0,-3.7947e-19,3.2526e-19,-0.0086641,-0.02594,0.023812,1.2589e-05,1e+05,20.002,37.076,6.9237
2.1684e-19,9.4868e-20,3.7947e-19,-0.0055891,-0.0071801,0.021942,1.1886e-05,1e+05,20.001,37.6,6.9237
0,2.1684e-19,-3.7947e-19,0.0013553,0.0028471,0.023711,1.1721e-05,1e+05,20.001,38.124,6.9237
-5.421e-20,-2.1684e-19,0,0.0050784,0.00090961,0.02417,1.1515e-05,1e+05,20.001,38.4,6.9237
0,0,0,-0.0091116,-0.035854,0.029879,1.3454e-05,1e+05,20.002,36.8,7.2
-4.3368e-19,-3.7947e-19,-7.5894e-19,-0.0090524,-0.027967,0.02725,1.1995e-05,1e+05,20.002,37.076,7.2
0,2.846e-19,-3.2526e-19,-0.0046835,-0.008144,0.024477,1.1029e-05,1e+05,20.001,37.6,7.2
5.421e-20,0,7.5894e-19,0.0029307,0.0019423,0.024386,1.1573e-05,1e+05,20.001,38.124,7.2
-5.421e-20,-2.1684e-19,0,0.0067762,-0.00092799,0.023939,1.1957e-05,1e+05,20.001,38.4,7.2
-8.6736e-19,0,-8.6736e-19,-0.0084283,0.082506,-0.011775,1.1659e-05,1e+05,20.001,36.8,13.6
0,-6.5052e-19,1.7347e-18,-0.0080439,0.07815,0.00098419,1.0793e-05,1e+05,20.001,37.076,13.6
0,-4.3368e-19,0,-0.0034533,0.056826,0.013036,9.1905e-06,1e+05,20.001,37.6,13.6
0,0,0,0.0016735,-0.00136,0.0067023,7.7143e-06,1e+05,20.001,38.124,13.6
0,0,4.3368e-19,0.0028863,-0.041675,-0.0013976,7.0542e-06,1e+05,20,38.4,13.6
0,-1.5179e-18,0,-0.0090688,0.093809,-0.011518,1.1564e-05,1e+05,20.001,36.8,13.876
1.7347e-18,-1.301e-18,0,-0.0085469,0.087438,0.001486,1.0768e-05,1e+05,20.001,37.076,13.876
0,-8.6736e-19,-8.6736e-19,-0.0034996,0.058309,0.01214,9.1008e-06,1e+05,20.001,37.6,13.876
0,0,8.6736e-19,0.0021693,-0.0050845,0.0039537,7.5166e-06,1e+05,20.001,38.124,13.876
0,0,0,0.0035607,-0.045203,-0.0046309,6.8758e-06,1e+05,20,38.4,13.876
0,0,-1.7347e-18,-0.0097316,0.11371,-0.0096535,1.1143e-05,1e+05,20.001,36.8,14.4
0,-3.0358e-18,1.7347e-18,-0.0084611,0.10334,0.0010409,1.0552e-05,1e+05,20.001,37.076,14.4
0,0,0,-0.0021454,0.062002,0.0071215,9.1297e-06,1e+05,20.001,37.6,14.4
0,-1.0842e-19,0,0.0045921,-0.0078437,-0.0010883,7.6406e-06,1e+05,20,38.124,14.4
4.3368e-19,0,0,0.0062213,-0.046722,-0.0076244,7.07e-06,1e+05,20,38.4,14.4
-1.7347e-18,1.301e-18,1.7347e-18,-0.0091919,0.13109,-0.0062893,1.0814e-05,1e+05,20.001,36.8,14.924
-1.7347e-18,1.301e-18,1.7347e-18,-0.0070547,0.11587,0.0027721,1.035e-05,1e+05,20.001,37.076,14.924
0,-8.6736e-19,0,0.00023817,0.06554,0.0054843,9.3667e-06,1e+05,20.001,37.6,14.924
5.421e-20,0,0,0.0070994,-0.006364,-0.0033953,8.3206e-06,1e+05,20,38.124,14.924
0,-7.5894e-19,0,0.0084483,-0.043543,-0.0090639,7.9012e-06,1e+05,20,38.4,14.924
0,0,0,-0.0083376,0.14011,-0.0043316,1.0324e-05,1e+05,20.001,36.8,15.2
1.7347e-18,1.301e-18,1.7347e-18,-0.0057319,0.12187,0.0048318,9.9519e-06,1e+05,20.001,37.076,15.2
-8.6736e-19,0,0,0.0017922,0.066796,0.0067582,9.2495e-06,1e+05,20.001,37.6,15.2
-1.0842e-19,-1.0842e-19,4.3368e-19,0.0080099,-0.0059695,-0.0040197,8.5376e-06,1e+05,20,38.124,15.2
0,0,-1.6263e-19,0.0088597,-0.042482,-0.010827,8.2528e-06,1e+05,20,38.4,15.2
0,0,-8.6736e-19,-0.016313,0.16139,-0.052305,1.7962e-05,1e+05,20.001,35.2,13.6
1.7347e-18,0,1.301e-18,-0.01423,0.15782,-0.057672,1.6791e-05,1e+05,20.001,35.476,13.6
0,-1.5179e-18,6.5052e-19,-0.010347,0.12212,-0.049889,1.4694e-05,1e+05,20.001,36,13.6
1.7347e-18,1.5179e-18,0,-0.0090591,0.090894,-0.025966,1.2633e-05,1e+05,20.001,36.524,13.6
0,0,0,-0.0086613,0.082937,-0.011616,1.1668e-05,1e+05,20.001,36.8,13.6
0,0,0,-0.016814,0.15512,-0.053546,1.7821e-05,1e+05,20.001,35.2,13.876
-1.7347e-18,3.0358e-18,8.6736e-19,-0.014819,0.15637,-0.060269,1.6473e-05,1e+05,20.001,35.476,13.876
0,1.5179e-18,8.6736e-19,-0.011062,0.1298,-0.052127,1.4273e-05,1e+05,20.001,36,13.876
1.7347e-18,0,-8.6736e-19,-0.0097798,0.1031,-0.026359,1.2412e-05,1e+05,20.001,36.524,13.876
0,0,0,-0.0092952,0.094456,-0.011214,1.1569e-05,1e+05,20.001,36.8,13.876
0,2.8189e-18,0,-0.017826,0.14263,-0.054069,1.6227e-05,1e+05,20.001,35.2,14.4
0,0,-4.3368e-19,-0.016556,0.15408,-0.059724,1.4872e-05,1e+05,20.001,35.476,14.4
1.7347e-18,-3.0358e-18,1.5179e-18,-0.013244,0.14496,-0.048308,1.2975e-05,1e+05,20.001,36,14.4
0,-3.0358e-18,0,-0.011132,0.12515,-0.02259,1.1703e-05,1e+05,20.001,36.524,14.4
1.7347e-18,0,0,-0.0099452,0.11468,-0.0091567,1.1128e-05,1e+05,20.001,36.8,14.4
0,-1.7347e-18,8.6736e-19,-0.01838,0.13194,-0.051664,1.5542e-05,1e+05,20.001,35.2,14.924
0,6.0715e-18,-8.6736e-19,-0.01756,0.15497,-0.056892,1.422e-05,1e+05,20.001,35.476,14.924
-1.7347e-18,0,0,-0.014557,0.16263,-0.043811,1.2447e-05,1e+05,20.001,36,14.924
-1.7347e-18,1.301e-18,0,-0.011426,0.14586,-0.018004,1.1286e-05,1e+05,20.001,36.524,14.924
1.7347e-18,1.7347e-18,1.7347e-18,-0.0093896,0.13226,-0.0058182,1.079e-05,1e+05,20.001,36.8,14.924
0,-3.0358e-18,8.6736e-19,-0.018155,0.12611,-0.048387,1.4629e-05,1e+05,20.001,35.2,15.2
0,-6.0715e-18,8.6736e-19,-0.017408,0.15556,-0.05465,1.3417e-05,1e+05,20.001,35.476,15.2
0,0,0,-0.01458,0.17255,-0.042671,1.1809e-05,1e+05,20.001,36,15.2
-1.7347e-18,3.0358e-18,0,-0.010998,0.15697,-0.016403,1.0734e-05,1e+05,20.001,36.524,15.2
0,1.301e-18,0,-0.0085126,0.1413,-0.0039423,1.03e-05,1e+05,20.001,36.8,15.2
0,0,-1.7347e-18,-0.008414,0.14059,-0.0047842,1.051e-05,1e+05,20.001,36.8,15.2
0,0,0,-0.0057838,0.1223,0.0042461,1.0111e-05,1e+05,20.001,37.076,15.2
0,-2.1684e-18,0,0.0017726,0.066827,0.0062575,9.3766e-06,1e+05,20.001,37.6,15.2
0,-8.1315e-20,0,0.0080305,-0.006435,-0.004274,8.6333e-06,1e+05,20,38.124,15.2
-8.6736e-19,0,0,0.0089105,-0.043052,-0.010978,8.3226e-06,1e+05,20,38.4,15.2
0,0,0,-0.007407,0.14933,-0.0030523,1.0141e-05,1e+05,20.001,36.8,15.476
1.7347e-18,-1.301e-18,0,-0.0043847,0.12778,0.0067203,9.7626e-06,1e+05,20.001,37.076,15.476
8.6736e-19,6.5052e-19,-8.6736e-19,0.0031409,0.067241,0.0084664,9.1784e-06,1e+05,20,37.6,15.476
0,1.6263e-19,0,0.0083824,-0.0071806,-0.0052132,8.7286e-06,1e+05,20,38.124,15.476
0,-1.5179e-18,0,0.0086375,-0.043332,-0.014192,8.5526e-06,1e+05,20,38.4,15.476
-1.7347e-18,9.1073e-18,0,-0.0050724,0.16781,-0.0048918,9.0127e-06,1e+05,20.001,36.8,16
-1.7347e-18,3.0358e-18,0,-0.0012784,0.14053,0.004056,8.5878e-06,1e+05,20.001,37.076,16
0,0,-8.6736e-19,0.0054582,0.065707,0.0043601,8.2777e-06,1e+05,20,37.6,16
4.3368e-19,0,-2.1684e-19,0.0077524,-0.017241,-0.01401,8.3619e-06,1e+05,20,38.124,16
0,8.6736e-19,-3.2526e-19,0.0066055,-0.053704,-0.026377,8.3345e-06,1e+05,20,38.4,16
-1.7347e-18,3.0358e-18,0,-0.0021437,0.17798,-0.0099347,7.6831e-06,1e+05,20,36.8,16.524
-1.7347e-18,3.0358e-18,-1.7347e-18,0.0019603,0.14772,-0.0068207,7.4046e-06,1e+05,20,37.076,16.524
0,0,0,0.0066035,0.059445,-0.013595,7.5038e-06,1e+05,20,37.6,16.524
8.6736e-19,1.0842e-18,-3.2526e-19,0.005191,-0.032068,-0.032832,7.4535e-06,1e+05,20,38.124,16.524
0,6.5052e-19,0,0.0027548,-0.067528,-0.043372,7.1603e-06,1e+05,20,38.4,16.524
1.7347e-18,0,-1.7347e-18,-0.00074148,0.17746,-0.012185,7.1491e-06,1e+05,20,36.8,16.8
1.7347e-18,0,-1.7347e-18,0.0032575,0.14637,-0.013158,7.0648e-06,1e+05,20,37.076,16.8
0,6.5052e-19,-1.7347e-18,0.0064842,0.053241,-0.025627,7.1883e-06,1e+05,20,37.6,16.8
0,1.5179e-18,-7.5894e-19,0.0032243,-0.039286,-0.044585,6.6531e-06,1e+05,20,38.124,16.8
-1.7347e-18,-3.0358e-18,6.5052e-19,0.00028937,-0.072471,-0.052524,6.086e-06,1e+05,20,38.4,16.8
0,-1.301e-18,1.7347e-18,-0.018066,0.12571,-0.047389,1.4918e-05,1e+05,20.001,35.2,15.2
0,3.0358e-18,-8.6736e-19,-0.017405,0.15518,-0.053499,1.3711e-05,1e+05,20.001,35.476,15.2
0,-3.0358e-18,7.5894e-19,-0.01468,0.17253,-0.041951,1.2048e-05,1e+05,20.001,36,15.2
0,0,8.6736e-19,-0.011095,0.15738,-0.016538,1.0938e-05,1e+05,20.001,36.524,15.2
0,0,1.7347e-18,-0.0085905,0.14177,-0.0043583,1.0475e-05,1e+05,20.001,36.8,15.2
8.6736e-19,-3.0358e-18,8.6736e-19,-0.017361,0.11963,-0.042483,1.4668e-05,1e+05,20.001,35.2,15.476
0,3.0358e-18,0,-0.016676,0.15528,-0.050599,1.3447e-05,1e+05,20.001,35.476,15.476
1.7347e-18,0,7.5894e-19,-0.014214,0.18211,-0.041788,1.1738e-05,1e+05,20.001,36,15.476
1.7347e-18,-6.0715e-18,0,-0.010401,0.16827,-0.015814,1.0574e-05,1e+05,20.001,36.524,15.476
0,5.6379e-18,0,-0.0075499,0.15048,-0.002725,1.0108e-05,1e+05,20.001,36.8,15.476
-4.3368e-19,1.301e-18,8.6736e-19,-0.014661,0.10437,-0.021293,1.4063e-05,1e+05,20.001,35.2,16
0,-3.0358e-18,0,-0.014481,0.14827,-0.031601,1.276e-05,1e+05,20.001,35.476,16
0,0,-3.2526e-19,-0.013088,0.19433,-0.033052,1.0839e-05,1e+05,20.001,36,16
0,-3.0358e-18,0,-0.0087086,0.18908,-0.015639,9.5098e-06,1e+05,20.001,36.524,16
-1.7347e-18,0,0,-0.0051428,0.16886,-0.0044307,8.9788e-06,1e+05,20.001,36.8,16
0,0,0,-0.012032,0.094018,0.0028307,1.3801e-05,1e+05,20.001,35.2,16.524
0,4.7705e-18,0,-0.012378,0.13724,-0.0053313,1.2327e-05,1e+05,20.001,35.476,16.524
0,0,0,-0.011546,0.19387,-0.01491,9.896e-06,1e+05,20.001,36,16.524
0,-3.0358e-18,0,-0.0062093,0.199,-0.012947,8.1887e-06,1e+05,20.001,36.524,16.524
1.7347e-18,2.8189e-18,8.6736e-19,-0.0021668,0.17936,-0.0091968,7.6511e-06,1e+05,20,36.8,16.524
0,1.301e-18,0,-0.010649,0.092727,0.012238,1.3741e-05,1e+05,20.001,35.2,16.8
1.7347e-18,3.0358e-18,0,-0.01112,0.13214,0.0061115,1.216e-05,1e+05,20.001,35.476,16.8
-1.7347e-18,0,0,-0.010436,0.18934,-0.0052651,9.3833e-06,1e+05,20.001,36,16.8
0,-3.0358e-18,0,-0.0048055,0.19806,-0.010465,7.5393e-06,1e+05,20,36.524,16.8
0,3.0358e-18,0,-0.00074331,0.17917,-0.011333,7.1263e-06,1e+05,20,36.8,16.8
-4.3368e-19,8.6736e-19,0,0.002712,-0.039352,-0.00079775,7.0142e-06,1e+05,20,38.4,13.6
0,-1.5179e-18,0,0.0028229,-0.079269,-0.01023,6.45e-06,1e+05,20,38.676,13.6
1.7347e-18,1.5009e-18,-3.7947e-19,0.00096381,-0.11092,-0.019629,5.1003e-06,1e+05,20,39.2,13.6
-1.7347e-18,-1.5179e-18,-4.3368e-19,0.0044011,-0.090945,-0.019712,4.2768e-06,1e+05,20,39.724,13.6
-1.7347e-18,0,-4.3368e-19,0.010128,-0.071365,-0.018695,4.6434e-06,1e+05,20,40,13.6
0,-7.5894e-19,-4.3368e-19,0.0034036,-0.042886,-0.0039489,6.8211e-06,1e+05,20,38.4,13.876
0,-1.5179e-18,0,0.0036019,-0.080703,-0.013222,6.3322e-06,1e+05,20,38.676,13.876
0,1.4908e-18,-5.421e-19,0.0015247,-0.1065,-0.020573,5.1215e-06,1e+05,20,39.2,13.876
-1.7347e-18,1.4637e-18,0,0.0042164,-0.084818,-0.018188,4.2291e-06,1e+05,20,39.724,13.876
-8.6736e-19,-7.5894e-19,4.3368e-19,0.0093979,-0.066636,-0.016164,4.4309e-06,1e+05,20,40,13.876
4.3368e-19,7.4539e-19,0,0.0061081,-0.04465,-0.0069194,6.99e-06,1e+05,20,38.4,14.4
-8.6736e-19,0,-1.8974e-19,0.0062697,-0.078513,-0.013257,6.6164e-06,1e+05,20,38.676,14.4
-1.7347e-18,-1.5179e-18,-2.1684e-19,0.0032351,-0.097579,-0.016517,5.5359e-06,1e+05,20,39.2,14.4
0,0,-2.1684e-19,0.0040014,-0.077914,-0.016149,4.2929e-06,1e+05,20,39.724,14.4
-8.6736e-19,-1.5179e-18,-6.5052e-19,0.0078901,-0.063871,-0.017079,3.9677e-06,1e+05,20,40,14.4
0,6.5052e-19,0,0.0083808,-0.041968,-0.0085539,7.8015e-06,1e+05,20,38.4,14.924
0,-1.5179e-18,-2.1684e-19,0.00807,-0.072876,-0.013718,7.5264e-06,1e+05,20,38.676,14.924
-1.7347e-18,-1.5179e-18,4.3368e-19,0.0040814,-0.092289,-0.017398,6.3151e-06,1e+05,20,39.2,14.924
0,-1.4637e-18,-4.3368e-19,0.0038527,-0.079574,-0.021261,4.559e-06,1e+05,20,39.724,14.924
0,-1.5179e-18,4.3368e-19,0.0070066,-0.069122,-0.02467,3.7765e-06,1e+05,20,40,14.924
-4.3368e-19,0,2.7105e-19,0.0088197,-0.041173,-0.010454,8.1422e-06,1e+05,20,38.4,15.2
0,-1.5179e-18,-2.1684e-19,0.0080146,-0.071015,-0.016747,7.9539e-06,1e+05,20,38.676,15.2
-1.7347e-18,1.5179e-18,-4.3368e-19,0.0037039,-0.091647,-0.022609,6.6441e-06,1e+05,20,39.2,15.2
0,0,4.3368e-19,0.0037001,-0.081981,-0.026912,4.6492e-06,1e+05,20,39.724,15.2
-1.7347e-18,0,-6.5052e-19,0.0069403,-0.072276,-0.029492,3.6946e-06,1e+05,20,40,15.2
0,0,0,0.0088677,-0.041722,-0.010552,8.2157e-06,1e+05,20,38.4,15.2
0,2.1684e-18,5.421e-19,0.008086,-0.071563,-0.016739,7.9919e-06,1e+05,20,38.676,15.2
1.7347e-18,0,0,0.0037782,-0.091648,-0.022115,6.6239e-06,1e+05,20,39.2,15.2
1.7347e-18,3.0087e-18,-8.6736e-19,0.0037218,-0.081365,-0.026065,4.5741e-06,1e+05,20,39.724,15.2
0,1.5179e-18,0,0.0069208,-0.071581,-0.028709,3.6168e-06,1e+05,20,40,15.2
0,0,0,0.0086273,-0.042216,-0.013907,8.4224e-06,1e+05,20,38.4,15.476
0,6.5052e-19,6.5052e-19,0.0073223,-0.071196,-0.022343,8.3046e-06,1e+05,20,38.676,15.476
