"Q:0","Q:1","Q:2","Q:3","Q:4","Q:5","Q:6","Q:7","coordinates:0","coordinates:1","coordinates:2"
0,7.5894e-19,-1.0842e-19,0.0066377,-0.039357,-0.0073246,7.2215e-06,1e+05,20.001,38.676,0.8
0,-1.0842e-19,-4.3368e-19,0.0068572,-0.0057067,-0.0147,6.2433e-06,1e+05,20.001,39.2,0.8
0,-1.6263e-19,0,0.010422,0.017556,-0.022006,6.5951e-06,1e+05,20,39.724,0.8
2.1684e-19,3.7947e-19,3.2526e-19,0.013013,0.016043,-0.0237,6.7329e-06,1e+05,20,40,0.8
0,7.5894e-19,-2.1684e-19,0.0072855,-0.045073,-0.00637,7.9759e-06,1e+05,20.001,38.4,1.0763
-8.6736e-19,-7.5894e-19,-1.8974e-19,0.006277,-0.038025,-0.0049968,7.255e-06,1e+05,20.001,38.676,1.0763
-1.0842e-19,-9.4868e-20,2.1684e-19,0.0058271,-0.0055683,-0.0083317,6.4616e-06,1e+05,20.001,39.2,1.0763
0,-7.5894e-19,0,0.0094505,0.017758,-0.017943,6.796e-06,1e+05,20,39.724,1.0763
0,0,3.2526e-19,0.012807,0.017489,-0.022947,6.8941e-06,1e+05,20,40,1.0763
0,0,0,0.0050451,-0.040224,-0.0051298,8.0684e-06,1e+05,20.001,38.4,1.6
4.3368e-19,0,0,0.0042095,-0.028387,-0.0011941,7.7051e-06,1e+05,20.001,38.676,1.6
-1.0842e-19,2.7105e-20,0,0.0036583,-0.0025442,0.00039431,7.056e-06,1e+05,20.001,39.2,1.6
0,-3.7947e-19,-2.1684e-19,0.0085004,0.011927,-0.011563,6.9308e-06,1e+05,20,39.724,1.6
-2.1684e-19,-1.8974e-19,3.7947e-19,0.014104,0.01163,-0.020761,6.9265e-06,1e+05,20,40,1.6
-8.6736e-19,-6.5052e-19,-4.3368e-19,0.00077631,-0.033347,-0.0018872,7.8361e-06,1e+05,20.001,38.4,2.1237
0,-2.1684e-19,0,0.00060894,-0.016807,0.0019726,7.7539e-06,1e+05,20.001,38.676,2.1237
4.0658e-20,-1.0842e-19,4.7434e-20,0.002013,0.0011846,0.0036574,7.3198e-06,1e+05,20.001,39.2,2.1237
1.0842e-19,-4.6587e-20,-1.0842e-19,0.0093037,0.0026488,-0.0084059,7.0684e-06,1e+05,20,39.724,2.1237
0,0,-3.7524e-19,0.016966,4.8243e-05,-0.018404,6.9899e-06,1e+05,20,40,2.1237
0,-2.1684e-19,0,-0.0015755,-0.029832,0.00046385,7.3761e-06,1e+05,20.001,38.4,2.4
0,0,0,-0.0011176,-0.012458,0.0037828,7.3759e-06,1e+05,20.001,38.676,2.4
0,-1.0842e-19,-1.0842e-19,0.0019308,0.0019267,0.0037937,7.1964e-06,1e+05,20.001,39.2,2.4
-1.6263e-19,0,0,0.010386,-0.0019711,-0.0081917,7.1545e-06,1e+05,20,39.724,2.4
-2.1684e-19,1.0842e-19,0,0.01838,-0.0058275,-0.017503,7.0407e-06,1e+05,20,40,2.4
0,0,-1.8635e-19,0.009526,-0.00098321,-0.013969,1.2954e-05,1e+05,20.002,38.4,-0.8
-1.0842e-19,0,4.3368e-19,0.010239,0.0059256,-0.025562,1.2471e-05,1e+05,20.001,38.676,-0.8
0,0,-4.3368e-19,0.013985,-0.0065069,-0.033646,1.0276e-05,1e+05,20.001,39.2,-0.8
0,-4.3368e-19,-3.2526e-19,0.017651,-0.029574,-0.027034,7.6776e-06,1e+05,20,39.724,-0.8
0,0,-3.7947e-19,0.018729,-0.036513,-0.021761,6.9306e-06,1e+05,20,40,-0.8
0,0,0,0.0080572,-0.011898,-0.011959,1.2298e-05,1e+05,20.002,38.4,-0.52372
0,0,3.2526e-19,0.0087925,-0.0028515,-0.024724,1.1628e-05,1e+05,20.001,38.676,-0.52372
0,2.1684e-19,-1.301e-18,0.012737,-0.0039895,-0.036296,9.3071e-06,1e+05,20.001,39.2,-0.52372
0,0,0,0.016689,-0.020526,-0.028497,7.1436e-06,1e+05,20,39.724,-0.52372
0,-4.3368e-19,-7.5894e-19,0.017812,-0.028266,-0.020811,6.6562e-06,1e+05,20,40,-0.52372
0,0,-9.4868e-20,0.0069694,-0.031786,-0.0081939,1.0482e-05,1e+05,20.002,38.4,6.6613e-17
8.6736e-19,-3.2526e-19,3.2526e-19,0.0070742,-0.022988,-0.018494,9.5424e-06,1e+05,20.001,38.676,7.2954e-17
1.0842e-19,0,0,0.010245,-0.0025445,-0.033092,7.5515e-06,1e+05,20.001,39.2,6.3231e-17
1.0842e-19,-1.0842e-19,3.7947e-19,0.014357,-5.8444e-05,-0.029285,6.6298e-06,1e+05,20,39.724,6.254e-17
4.3368e-19,0,3.2526e-19,0.015696,-0.0070859,-0.021942,6.554e-06,1e+05,20,40,6.6613e-17
0,-7.5894e-19,8.1315e-20,0.0073968,-0.043523,-0.0064408,8.5973e-06,1e+05,20.001,38.4,0.52372
8.6736e-19,-7.5894e-19,-4.3368e-19,0.0067335,-0.037349,-0.010569,7.6641e-06,1e+05,20.001,38.676,0.52372
1.0842e-19,2.1684e-19,-6.5052e-19,0.0079741,-0.0048987,-0.021654,6.4302e-06,1e+05,20.001,39.2,0.52372
0,0,0,0.011705,0.014561,-0.025627,6.5739e-06,1e+05,20,39.724,0.52372
2.1684e-19,-5.421e-20,-7.5894e-19,0.013671,0.011153,-0.023782,6.6832e-06,1e+05,20,40,0.52372
8.6736e-19,0,0,0.0074882,-0.04527,-0.0064879,8.1955e-06,1e+05,20.001,38.4,0.8
0,-7.5894e-19,0,0.0065881,-0.039124,-0.0077646,7.3517e-06,1e+05,20.001,38.676,0.8
1.0842e-19,1.6263e-19,0,0.0069068,-0.0056275,-0.014863,6.4028e-06,1e+05,20.001,39.2,0.8
2.1684e-19,-5.421e-19,-3.7608e-19,0.010504,0.017377,-0.021734,6.7552e-06,1e+05,20,39.724,0.8
0,-1.6263e-19,0,0.013019,0.015825,-0.023367,6.858e-06,1e+05,20,40,0.8
-8.6736e-19,0,5.421e-20,0.0084736,-0.033641,0.0025749,1.5861e-05,1e+05,20.003,36.8,0.8
0,-3.7947e-19,0,0.0083718,-0.03212,-0.0013276,1.4567e-05,1e+05,20.003,37.076,0.8
0,0,-4.3368e-19,0.0086451,-0.039536,-0.004744,1.2016e-05,1e+05,20.002,37.6,0.8
0,-6.5052e-19,0,0.0080759,-0.048236,-0.0051622,9.3841e-06,1e+05,20.002,38.124,0.8
-8.6736e-19,0,-1.0842e-19,0.007499,-0.047526,-0.0058643,8.1576e-06,1e+05,20.001,38.4,0.8
0,7.5894e-19,0,0.0066073,-0.037806,0.0019879,1.578e-05,1e+05,20.003,36.8,1.0763
0,0,-1.0842e-19,0.0066629,-0.037512,-0.0014792,1.4384e-05,1e+05,20.003,37.076,1.0763
0,7.5894e-19,0,0.0076717,-0.044004,-0.0061947,1.1684e-05,1e+05,20.002,37.6,1.0763
-8.6736e-19,-7.5894e-19,0,0.0077585,-0.04934,-0.0067853,9.1224e-06,1e+05,20.002,38.124,1.0763
8.6736e-19,0,0,0.0072725,-0.046917,-0.005959,8.0342e-06,1e+05,20.001,38.4,1.0763
0,0,0,0.0051153,-0.045037,-0.00010872,1.5158e-05,1e+05,20.003,36.8,1.6
8.6736e-19,-7.5894e-19,-5.421e-20,0.0052537,-0.047829,-0.0029262,1.3497e-05,1e+05,20.003,37.076,1.6
8.6736e-19,0,0,0.0059537,-0.053599,-0.0079624,1.0704e-05,1e+05,20.002,37.6,1.6
0,-6.5052e-19,0,0.0057094,-0.049164,-0.0076881,8.7574e-06,1e+05,20.002,38.124,1.6
0,4.3368e-19,-4.3368e-19,0.0051482,-0.040584,-0.0048633,8.1293e-06,1e+05,20.001,38.4,1.6
-1.7347e-18,-8.6736e-19,0,0.0056501,-0.050135,-0.0036534,1.4937e-05,1e+05,20.003,36.8,2.1237
0,-8.6736e-19,1.0842e-19,0.0055257,-0.054608,-0.0061755,1.3075e-05,1e+05,20.003,37.076,2.1237
1.7347e-18,-8.6736e-19,2.1684e-19,0.0039664,-0.059622,-0.0085737,1.0022e-05,1e+05,20.002,37.6,2.1237
-8.6736e-19,4.3368e-19,-4.3368e-19,0.0017157,-0.046423,-0.0054853,8.2928e-06,1e+05,20.002,38.124,2.1237
0,4.3368e-19,4.3368e-19,0.00096917,-0.032165,-0.0018018,7.94e-06,1e+05,20.001,38.4,2.1237
-1.7347e-18,6.5052e-19,-1.0842e-19,0.0059884,-0.051855,-0.0058962,1.4777e-05,1e+05,20.003,36.8,2.4
0,-1.5179e-18,1.0842e-19,0.0055878,-0.055837,-0.0083061,1.2985e-05,1e+05,20.003,37.076,2.4
0,0,0,0.0025329,-0.05953,-0.0085542,9.8009e-06,1e+05,20.002,37.6,2.4
0,1.5179e-18,0,-0.00072942,-0.043719,-0.0033705,7.8631e-06,1e+05,20.002,38.124,2.4
0,0,-4.3368e-19,-0.0013638,-0.028201,0.00054183,7.5026e-06,1e+05,20.001,38.4,2.4
0,0,0,0.023939,-0.025832,0.013488,1.5203e-05,1e+05,20.003,36.8,-0.8
-4.3368e-19,0,-2.1684e-19,0.022017,-0.027128,0.013438,1.3792e-05,1e+05,20.003,37.076,-0.8
0,3.7947e-19,-2.1684e-19,0.015453,-0.022433,0.010588,1.3041e-05,1e+05,20.002,37.6,-0.8
0,-1.0842e-19,-1.0842e-19,0.010306,-0.0075252,-0.0039104,1.3185e-05,1e+05,20.002,38.124,-0.8
0,0,1.8296e-19,0.0095942,0.001201,-0.014759,1.2989e-05,1e+05,20.002,38.4,-0.8
4.3368e-19,0,0,0.022029,-0.024264,0.0099964,1.5004e-05,1e+05,20.003,36.8,-0.52372
4.3368e-19,0,0,0.020224,-0.025325,0.0091888,1.3667e-05,1e+05,20.003,37.076,-0.52372
0,-3.7947e-19,2.1684e-19,0.013904,-0.026984,0.0091113,1.2873e-05,1e+05,20.002,37.6,-0.52372
0,-4.3368e-19,0,0.0088443,-0.018468,-0.0020028,1.2749e-05,1e+05,20.002,38.124,-0.52372
4.3368e-19,0,-1.8974e-19,0.0081181,-0.010298,-0.012722,1.2345e-05,1e+05,20.002,38.4,-0.52372
-4.3368e-19,0,-5.421e-20,0.016763,-0.024477,0.005318,1.5599e-05,1e+05,20.003,36.8,6.6613e-17
0,-3.7947e-19,-2.1684e-19,0.015695,-0.023419,0.0024025,1.4311e-05,1e+05,20.003,37.076,7.2954e-17
8.6736e-19,0,0,0.011655,-0.031896,0.0034953,1.277e-05,1e+05,20.002,37.6,6.3231e-17
0,7.5894e-19,-2.1684e-19,0.0077825,-0.036148,-0.00097659,1.1453e-05,1e+05,20.002,38.124,6.254e-17
-8.6736e-19,-7.5894e-19,2.846e-19,0.0069399,-0.032195,-0.0084837,1.0543e-05,1e+05,20.002,38.4,6.6613e-17
0,7.4539e-19,0,0.010933,-0.029702,0.0032495,1.5738e-05,1e+05,20.003,36.8,0.52372
0,3.7947e-19,0,0.010575,-0.027525,-0.00077486,1.4515e-05,1e+05,20.003,37.076,0.52372
0,-3.2526e-19,-4.3368e-19,0.0096189,-0.035937,-0.0025278,1.2252e-05,1e+05,20.002,37.6,0.52372
0,1.5179e-18,0,0.0080127,-0.045918,-0.0034005,9.875e-06,1e+05,20.002,38.124,0.52372
8.6736e-19,6.5052e-19,1.0842e-19,0.0073223,-0.045529,-0.0061632,8.6692e-06,1e+05,20.001,38.4,0.52372
0,-1.1384e-18,-2.7105e-20,0.0085711,-0.033475,0.0025586,1.5931e-05,1e+05,20.003,36.8,0.8
0,-7.5894e-19,1.0842e-19,0.0084506,-0.032066,-0.0011741,1.4635e-05,1e+05,20.003,37.076,0.8
0,-7.5894e-19,0,0.0086586,-0.039615,-0.004463,1.2089e-05,1e+05,20.002,37.6,0.8
-8.6736e-19,-1.5179e-18,0,0.0080168,-0.048198,-0.0052121,9.4742e-06,1e+05,20.002,38.124,0.8
8.6736e-19,0,5.421e-20,0.0074361,-0.047368,-0.0061313,8.2671e-06,1e+05,20.001,38.4,0.8
-2.1684e-19,-1.8974e-19,-5.421e-19,0.019769,-0.016075,0.015812,1.8042e-05,1e+05,20.003,36.8,-2.4
1.0842e-19,1.0842e-19,0,0.021243,-0.0086488,0.0076172,1.6147e-05,1e+05,20.003,37.076,-2.4
2.1684e-19,-1.3552e-20,0,0.023563,0.00060231,0.0021455,1.3225e-05,1e+05,20.003,37.6,-2.4
2.1684e-19,8.1315e-20,-2.1684e-19,0.023192,0.0067183,0.0053427,1.1176e-05,1e+05,20.002,38.124,-2.4
0,-8.1315e-20,0,0.021674,0.0084526,0.0058426,1.0522e-05,1e+05,20.002,38.4,-2.4
0,3.6592e-19,9.7578e-19,0.021133,-0.022249,0.019622,1.6549e-05,1e+05,20.003,36.8,-2.1237
0,-1.8974e-19,-2.1684e-19,0.022141,-0.014468,0.011982,1.4871e-05,1e+05,20.003,37.076,-2.1237
-2.1684e-19,-1.3552e-20,0,0.023011,0.0016617,0.001657,1.2565e-05,1e+05,20.003,37.6,-2.1237
2.1684e-19,0,0,0.021709,0.011757,-0.00028089,1.1239e-05,1e+05,20.002,38.124,-2.1237
-2.1684e-19,1.8296e-19,0,0.020242,0.012308,-0.00016982,1.0934e-05,1e+05,20.002,38.4,-2.1237
0,7.5894e-19,0,0.023839,-0.028997,0.021631,1.5624e-05,1e+05,20.003,36.8,-1.6
4.3368e-19,-3.7524e-19,-2.1684e-19,0.023308,-0.024932,0.018016,1.4105e-05,1e+05,20.003,37.076,-1.6
-3.2526e-19,5.421e-20,-2.1684e-19,0.020505,-0.0043414,0.0057461,1.2659e-05,1e+05,20.003,37.6,-1.6
-4.3368e-19,-2.1684e-19,0,0.017371,0.01425,-0.006449,1.2405e-05,1e+05,20.002,38.124,-1.6
0,-2.1684e-19,-1.0842e-19,0.016296,0.017226,-0.010761,1.2471e-05,1e+05,20.002,38.4,-1.6
0,0,3.7947e-19,0.024777,-0.027762,0.017014,1.4699e-05,1e+05,20.003,36.8,-1.0763
-4.3368e-19,0,-3.2526e-19,0.023019,-0.02831,0.016883,1.3335e-05,1e+05,20.003,37.076,-1.0763
0,0,0,0.017089,-0.016641,0.010434,1.2625e-05,1e+05,20.003,37.6,-1.0763
1.0842e-19,0,0,0.012408,0.0027176,-0.0058163,1.2962e-05,1e+05,20.002,38.124,-1.0763
5.421e-20,2.1684e-19,-1.7618e-19,0.011688,0.010514,-0.015438,1.3e-05,1e+05,20.002,38.4,-1.0763
0,-3.2526e-19,2.1684e-19,0.023801,-0.025942,0.013532,1.5244e-05,1e+05,20.003,36.8,-0.8
0,3.7947e-19,1.0842e-19,0.021895,-0.027027,0.013119,1.3831e-05,1e+05,20.003,37.076,-0.8
0,-3.7947e-19,0,0.015428,-0.022235,0.010187,1.3095e-05,1e+05,20.002,37.6,-0.8
0,0,0,0.010385,-0.0075605,-0.0037522,1.3253e-05,1e+05,20.002,38.124,-0.8
-2.1684e-19,-1.0842e-19,-3.7269e-19,0.0096786,0.0010129,-0.014368,1.3056e-05,1e+05,20.002,38.4,-0.8
0,-8.1315e-20,0,0.021792,0.0088692,0.0049553,1.0505e-05,1e+05,20.002,38.4,-2.4
2.1684e-19,1.8635e-19,0,0.019667,0.0095644,0.0033036,1.0259e-05,1e+05,20.001,38.676,-2.4
-4.3368e-19,-5.421e-20,0,0.016234,0.0050236,-0.015348,1.0429e-05,1e+05,20.001,39.2,-2.4
-4.3368e-19,-4.3368e-19,0,0.01538,-0.01398,-0.037142,1.018e-05,1e+05,20,39.724,-2.4
0,0,0,0.01609,-0.029296,-0.043646,9.2984e-06,1e+05,20,40,-2.4
-2.1684e-19,1.8974e-19,0,0.020392,0.012534,-0.0010706,1.0923e-05,1e+05,20.002,38.4,-2.1237
0,3.7947e-19,-2.1684e-19,0.018613,0.0098355,-0.0010845,1.0917e-05,1e+05,20.001,38.676,-2.1237
4.3368e-19,-1.0842e-19,-2.1684e-19,0.016427,-0.0026478,-0.014336,1.0957e-05,1e+05,20.001,39.2,-2.1237
-4.3368e-19,-2.1684e-19,-7.5894e-19,0.016348,-0.021446,-0.034166,9.9286e-06,1e+05,20,39.724,-2.1237
0,3.2526e-19,0,0.017227,-0.032603,-0.041482,8.723e-06,1e+05,20,40,-2.1237
-2.1684e-19,-2.1684e-19,-3.7947e-19,0.016392,0.016186,-0.011047,1.2457e-05,1e+05,20.002,38.4,-1.6
2.1684e-19,2.1684e-19,-2.1684e-19,0.015675,0.013136,-0.013426,1.2522e-05,1e+05,20.001,38.676,-1.6
-4.3368e-19,-2.1684e-19,-2.1684e-19,0.016233,-0.011136,-0.018877,1.166e-05,1e+05,20.001,39.2,-1.6
-8.6736e-19,1.1926e-18,-7.5894e-19,0.017955,-0.034057,-0.028499,9.3032e-06,1e+05,20,39.724,-1.6
0,-4.3368e-19,0,0.019142,-0.039932,-0.033333,7.9844e-06,1e+05,20,40,-1.6
0,2.1684e-19,1.7618e-19,0.011644,0.0082531,-0.014855,1.297e-05,1e+05,20.002,38.4,-1.0763
1.0842e-19,-2.1684e-19,-4.3368e-19,0.01207,0.011745,-0.023762,1.2762e-05,1e+05,20.001,38.676,-1.0763
0,2.1684e-19,-2.1684e-19,0.01501,-0.0094722,-0.028918,1.0951e-05,1e+05,20.001,39.2,-1.0763
8.6736e-19,0,7.5894e-19,0.018143,-0.035481,-0.026198,8.159e-06,1e+05,20,39.724,-1.0763
0,7.5894e-19,3.7513e-19,0.019296,-0.041279,-0.024442,7.1701e-06,1e+05,20,40,-1.0763
2.1684e-19,0,-3.7608e-19,0.0096099,-0.0011288,-0.013625,1.3016e-05,1e+05,20.002,38.4,-0.8
0,0,-3.2526e-19,0.010303,0.0056793,-0.025117,1.2528e-05,1e+05,20.001,38.676,-0.8
0,0,4.3368e-19,0.013927,-0.006517,-0.033779,1.0319e-05,1e+05,20.001,39.2,-0.8
-8.6736e-19,0,-7.5894e-19,0.017563,-0.029367,-0.027488,7.7478e-06,1e+05,20,39.724,-0.8
0,3.2526e-19,3.7947e-19,0.018703,-0.036315,-0.022078,7.0047e-06,1e+05,20,40,-0.8
0,6.5052e-19,0,-0.0062075,-0.055907,-0.0073653,1.1412e-05,1e+05,20.003,36.8,4
-8.6736e-19,-7.5894e-19,2.1684e-19,-0.0063613,-0.042852,-0.0095679,1.0424e-05,1e+05,20.002,37.076,4
0,0,0,-0.0060699,-0.029003,-0.0049601,9.461e-06,1e+05,20.002,37.6,4
0,0,-4.3368e-19,-0.00036791,-0.0183,0.0034865,9.5968e-06,1e+05,20.001,38.124,4
0,1.0842e-19,0,0.0049513,-0.012662,0.0062328,9.7978e-06,1e+05,20.001,38.4,4
0,0,0,-0.0087904,-0.055256,-0.0039047,1.2723e-05,1e+05,20.002,36.8,4.2763
0,7.5894e-19,-1.0842e-19,-0.0081068,-0.039984,-0.0063739,1.1374e-05,1e+05,20.002,37.076,4.2763
0,0,-1.0842e-19,-0.0053911,-0.023713,-0.0040937,1.0392e-05,1e+05,20.002,37.6,4.2763
0,1.6263e-19,0,0.0025792,-0.014328,0.0026659,1.1179e-05,1e+05,20.001,38.124,4.2763
0,1.8974e-19,0,0.0085304,-0.010603,0.0053661,1.1721e-05,1e+05,20.001,38.4,4.2763
1.7347e-18,0,0,-0.010155,-0.05102,0.0043508,1.2697e-05,1e+05,20.002,36.8,4.8
0,-3.7947e-19,1.0842e-19,-0.0080389,-0.034483,0.0013123,1.1232e-05,1e+05,20.002,37.076,4.8
0,-3.6592e-19,0,-0.002194,-0.016645,-0.0018773,1.0006e-05,1e+05,20.002,37.6,4.8
4.3368e-19,0,0,0.0071745,-0.0089791,0.00079804,1.0879e-05,1e+05,20.001,38.124,4.8
4.3368e-19,0,-2.1684e-19,0.012542,-0.0075769,0.0036494,1.1494e-05,1e+05,20.001,38.4,4.8
0,0,-2.1684e-19,-0.0075789,-0.043523,0.01188,1.5952e-05,1e+05,20.002,36.8,5.3237
0,3.7269e-19,-1.8974e-19,-0.0053967,-0.028811,0.0082981,1.4688e-05,1e+05,20.002,37.076,5.3237
0,-1.0842e-19,4.0658e-20,0.00036223,-0.012648,0.0014193,1.2402e-05,1e+05,20.002,37.6,5.3237
0,0,0,0.0079666,-0.0056168,0.0017556,1.0892e-05,1e+05,20.001,38.124,5.3237
0,0,-2.1684e-19,0.011534,-0.0049115,0.0051417,1.0324e-05,1e+05,20.001,38.4,5.3237
0,1.5179e-18,1.0842e-19,-0.0059525,-0.039474,0.014716,1.5049e-05,1e+05,20.002,36.8,5.6
0,-3.7947e-19,1.8974e-19,-0.0044329,-0.026148,0.010839,1.4391e-05,1e+05,20.002,37.076,5.6
4.3368e-19,0,5.421e-20,0.00023631,-0.011133,0.0037522,1.2338e-05,1e+05,20.002,37.6,5.6
0,0,0,0.0066353,-0.003976,0.0044437,9.8068e-06,1e+05,20.001,38.124,5.6
0,0,-2.1684e-19,0.0094763,-0.0032949,0.008165,8.5781e-06,1e+05,20.001,38.4,5.6
1.7347e-18,0,-6.5052e-19,-0.0023676,-0.11723,0.045735,1.993e-05,1e+05,20.004,35.2,4
0,-3.0358e-18,0,-0.0054708,-0.12139,0.035104,1.7906e-05,1e+05,20.003,35.476,4
1.7347e-18,0,4.3368e-19,-0.0073629,-0.10377,0.013855,1.4895e-05,1e+05,20.003,36,4
1.7347e-18,-6.5052e-19,0,-0.0064121,-0.07142,-0.0027535,1.2491e-05,1e+05,20.003,36.524,4
0,8.6736e-19,2.1684e-19,-0.0062459,-0.055411,-0.0076755,1.14e-05,1e+05,20.003,36.8,4
0,0,6.5052e-19,-0.0029532,-0.12365,0.042898,2.3843e-05,1e+05,20.004,35.2,4.2763
-1.7347e-18,1.5179e-18,2.1684e-19,-0.0065983,-0.12806,0.033178,2.1465e-05,1e+05,20.003,35.476,4.2763
0,1.5179e-18,0,-0.009793,-0.10893,0.014596,1.7597e-05,1e+05,20.003,36,4.2763
0,-1.5179e-18,-4.3368e-19,-0.0093727,-0.073063,0.00033331,1.4243e-05,1e+05,20.003,36.524,4.2763
-1.7347e-18,0,0,-0.0088481,-0.054724,-0.0041126,1.269e-05,1e+05,20.002,36.8,4.2763
0,0,4.3368e-19,-0.0036097,-0.13103,0.035909,2.2867e-05,1e+05,20.003,35.2,4.8
-3.4694e-18,0,0,-0.0076156,-0.13588,0.028702,2.0855e-05,1e+05,20.003,35.476,4.8
0,1.5179e-18,-4.3368e-19,-0.011908,-0.11284,0.01658,1.7406e-05,1e+05,20.003,36,4.8
0,-1.5179e-18,0,-0.011593,-0.071429,0.0077617,1.4234e-05,1e+05,20.003,36.524,4.8
8.6736e-19,1.5179e-18,0,-0.010196,-0.05072,0.0043696,1.2659e-05,1e+05,20.002,36.8,4.8
0,-3.0358e-18,0,-0.0022671,-0.13173,0.027146,2.5202e-05,1e+05,20.003,35.2,5.3237
0,0,4.3368e-19,-0.0055406,-0.13744,0.023679,2.3085e-05,1e+05,20.003,35.476,5.3237
-1.7347e-18,0,0,-0.0091784,-0.10996,0.01887,1.9756e-05,1e+05,20.003,36,5.3237
0,-2.2768e-18,0,-0.0090008,-0.064609,0.014798,1.7171e-05,1e+05,20.003,36.524,5.3237
0,0,1.0842e-19,-0.0075657,-0.043716,0.012003,1.5963e-05,1e+05,20.002,36.8,5.3237
-1.7347e-18,0,4.3368e-19,-0.00046034,-0.12889,0.021571,2.1789e-05,1e+05,20.003,35.2,5.6
0,-3.0019e-18,-2.1684e-19,-0.0030118,-0.13536,0.020713,1.9923e-05,1e+05,20.003,35.476,5.6
0,1.4637e-18,2.1684e-19,-0.0061825,-0.1066,0.020026,1.7203e-05,1e+05,20.003,36,5.6
0,0,-4.3368e-19,-0.0067518,-0.060381,0.017635,1.564e-05,1e+05,20.002,36.524,5.6
0,-7.5894e-19,2.1684e-19,-0.0059222,-0.039931,0.014785,1.509e-05,1e+05,20.002,36.8,5.6
0,1.0842e-19,0,0.0047799,-0.013222,0.0058503,9.7098e-06,1e+05,20.001,38.4,4
0,2.1684e-19,0,0.010652,-0.0073122,0.0066933,9.7985e-06,1e+05,20.001,38.676,4
0,-1.0842e-19,0,0.01792,-0.0050722,0.00035757,8.5196e-06,1e+05,20.001,39.2,4
0,-2.1684e-19,2.1684e-19,0.016834,-0.011656,-0.0065932,6.2358e-06,1e+05,20,39.724,4
-2.1684e-19,0,0,0.013197,-0.013585,-0.0072388,5.4093e-06,1e+05,20,40,4
0,0,0,0.0083543,-0.010887,0.004873,1.1632e-05,1e+05,20.001,38.4,4.2763
0,-1.6263e-19,-2.1684e-19,0.014314,-0.0072417,0.006389,1.1894e-05,1e+05,20.001,38.676,4.2763
4.3368e-19,-2.1684e-19,0,0.020085,-0.0063919,0.001268,1.0156e-05,1e+05,20.001,39.2,4.2763
-4.3368e-19,2.1684e-19,-1.3553e-19,0.015942,-0.010853,-0.0046545,6.7836e-06,1e+05,20,39.724,4.2763
0,2.1684e-19,2.7105e-20,0.010439,-0.010988,-0.0047066,5.7146e-06,1e+05,20,40,4.2763
-8.6736e-19,0,-2.1684e-19,0.012385,-0.007646,0.0030385,1.1415e-05,1e+05,20.001,38.4,4.8
4.3368e-19,-4.3368e-19,-2.1684e-19,0.01699,-0.0070797,0.006394,1.1729e-05,1e+05,20.001,38.676,4.8
4.3368e-19,0,0,0.019002,-0.0090896,0.0056672,9.9994e-06,1e+05,20.001,39.2,4.8
0,2.1684e-19,2.7105e-20,0.012028,-0.009776,0.0012091,6.614e-06,1e+05,20,39.724,4.8
-1.0842e-19,0,0,0.0062441,-0.0064712,0.00019663,5.609e-06,1e+05,20,40,4.8
0,2.1684e-19,2.1684e-19,0.011435,-0.0053547,0.004514,1.0271e-05,1e+05,20.001,38.4,5.3237
0,0,4.3368e-19,0.014043,-0.0062668,0.0094403,9.8068e-06,1e+05,20.001,38.676,5.3237
0,0,2.1684e-19,0.013433,-0.012886,0.012166,8.5288e-06,1e+05,20.001,39.2,5.3237
-4.3368e-19,0,5.421e-20,0.0075382,-0.012507,0.0068764,7.3941e-06,1e+05,20,39.724,5.3237
0,0,0,0.0041883,-0.0065315,0.0031777,7.0239e-06,1e+05,20,40,5.3237
0,0,-2.1684e-19,0.009408,-0.0040996,0.0075661,8.5323e-06,1e+05,20.001,38.4,5.6
-4.3368e-19,0,-2.1684e-19,0.01137,-0.00547,0.012699,7.6167e-06,1e+05,20.001,38.676,5.6
0,-2.1684e-19,0,0.010412,-0.015466,0.015414,6.6045e-06,1e+05,20.001,39.2,5.6
0,4.3368e-19,2.1684e-19,0.0058906,-0.015922,0.0085927,6.9242e-06,1e+05,20,39.724,5.6
1.0842e-19,0,1.0842e-19,0.0039604,-0.0088354,0.0035198,7.0337e-06,1e+05,20,40,5.6
4.3368e-19,2.1684e-19,0,-0.0015613,-0.029802,0.00032635,7.6155e-06,1e+05,20.001,38.4,2.4
-2.1684e-19,2.1684e-19,0,-0.00108,-0.012319,0.0035487,7.5695e-06,1e+05,20.001,38.676,2.4
0,0,-2.7105e-20,0.0020442,0.002041,0.0036856,7.3307e-06,1e+05,20.001,39.2,2.4
-1.6263e-19,0,1.0842e-19,0.010496,-0.0020265,-0.0081041,7.2275e-06,1e+05,20,39.724,2.4
4.3368e-19,-5.421e-20,3.7947e-19,0.018441,-0.0059518,-0.017382,7.1079e-06,1e+05,20,40,2.4
4.3368e-19,0,-4.3368e-19,-0.0033116,-0.026392,0.0026505,6.9603e-06,1e+05,20.001,38.4,2.6763
0,0,0,-0.0020596,-0.0092524,0.0049884,6.8996e-06,1e+05,20.001,38.676,2.6763
-2.7105e-20,0,-1.0842e-19,0.0027465,0.0018248,0.0029716,6.8669e-06,1e+05,20.001,39.2,2.6763
-1.0842e-19,0,0,0.011808,-0.0061393,-0.0083119,7.1198e-06,1e+05,20,39.724,2.6763
